1_0_0_1_0_0_463159_0_0_0               |                                                   |  1_0_0_463159=simayazadiirannationaltv                   |  =--------
1_0_1_1_1_FFFF_D7ACD3_0_0_0            |  TANDBERG5                                        |  1_1_FFFF_D7ACD3=afaqtv                                  |  tandberg5=--------
1_0_1_1_FFFF_1_D7AD1E_0_0_0            |  TANDBERG5                                        |  1_FFFF_1_D7AD1E=--------                                |  tandberg5=--------
1_0_1_7B5_9_42_1A40000_0_0_0           |  TANGO                                            |  7B5_9_42_1A40000=--------                               |  tango=--------
1_0_82_B5_9_42_1A40000_0_0_0           |  TANGO                                            |  B5_9_42_1A40000=--------                                |  tango=--------
1_0_11_409F_9FC5_2A_1A40000_0_0_0      |  TARAFTAR                                         |  409F_9FC5_2A_1A40000=--------                           |  taraftar=beinsports1
1_0_11_4287_78B5_2A_1A40000_0_0_0      |  TARAFTAR 2                                       |  4287_78B5_2A_1A40000=--------                           |  taraftar 2=--------
1_0_11_40A2_9FC5_2A_1A40000_0_0_0      |  TARAFTAR 3                                       |  40A2_9FC5_2A_1A40000=--------                           |  taraftar 3=--------
1_0_19_C578_C6D5_42E_1A40000_0_0_0     |  TARIM ORMAN EKRANI HD                            |  C578_C6D5_42E_1A40000=--------                          |  tarim orman ekrani hd=--------
1_0_19_3E91_A8C3_42E_1A40000_0_0_0     |  TARİH TV                                         |  3E91_A8C3_42E_1A40000=--------                          |  tarih tv=--------
1_0_16_5027_802_E0_1040000_0_0_0       |  TAYBA TV                                         |  5027_802_E0_1040000=--------                            |  tayba tv=taybatv
1_0_16_233C_2328_13E_820000_0_0_0      |  TBN                                              |  233C_2328_13E_820000=--------                           |  tbn=tbneurope
1_0_1_2_1D36_1D36_2080000_0_0_0        |  TBN Nejat                                        |  2_1D36_1D36_2080000=--------                            |  tbn nejat=--------
1_0_1_1C8F_332C_13E_820000_0_0_0       |  TBN Russia                                       |  1C8F_332C_13E_820000=--------                           |  tbn russia=tbnrussia
1_0_1_CB9C_83C_2_11A0000_0_0_0         |  TBN UK                                           |  CB9C_83C_2_11A0000=--------                             |  tbn uk=tbnuk
1_0_1_143C_CA2_3_EB0000_0_0_0          |  TBN Ukraine                                      |  143C_CA2_3_EB0000=--------                              |  tbn ukraine=tbnukraina
1_0_1_8_1F4_3E8_2120000_0_0_0          |  TBS TV                                           |  8_1F4_3E8_2120000=--------                              |  tbs tv=--------
1_0_2_DD_C21_6E_DCA0000_0_0_0          |  TCHAD Radio                                      |  DD_C21_6E_DCA0000=--------                              |  tchad radio=--------
1_0_19_DE_C21_6E_DCA0000_0_0_0         |  TCHAD TV HD                                      |  DE_C21_6E_DCA0000=--------                              |  tchad tv hd=teletchad
1_0_16_1C1E_384_110_5A0000_0_0_0       |  TCI                                              |  1C1E_384_110_5A0000=--------                            |  tci=tci
1_0_1_76C7_40E_1_C00000_0_0_0          |  TCM                                              |  76C7_40E_1_C00000=--------                              |  tcm=tcm
1_0_19_9DD5_FC8_E0_1040000_0_0_0       |  TCM HD                                           |  9DD5_FC8_E0_1040000=--------                            |  tcm hd=tcmhd
1_0_1_414_9_AA_5A0000_0_0_0            |  TCM HD                                           |  414_9_AA_5A0000=tcmhd-vephofrosl                        |  tcm hd=tcmhd
1_0_1_24_1_FFFF_DCA2A3F_0_0_0          |  TCTT                                             |  24_1_FFFF_DCA2A3F=--------                              |  tctt=--------
1_0_2_64_2711_90_DDE0000_0_0_0         |  TDF-RDS1                                         |  64_2711_90_DDE0000=--------                             |  tdf-rds1=--------
1_0_2_C8_2711_90_DDE0000_0_0_0         |  TDF-RDS2                                         |  C8_2711_90_DDE0000=--------                             |  tdf-rds2=--------
1_0_1_1F63_80E3_217C_5A0000_0_0_0      |  TDS                                              |  1F63_80E3_217C_5A0000=--------                          |  tds=--------
1_0_1_1CEE_4A_800_DC00000_0_0_0        |  TEBA                                             |  1CEE_4A_800_DC00000=--------                            |  teba=ertu8teba
1_0_16_6_A_2C_30305C_0_0_0             |  TECT6                                            |  6_A_2C_30305C=--------                                  |  tect6=--------
1_0_16_6_A_2C_EB0000_0_0_0             |  TECT6                                            |  6_A_2C_EB0000=--------                                  |  tect6=--------
1_0_1_78_65_E26_26C0000_0_0_0          |  TEHRAN                                           |  78_65_E26_26C0000=--------                              |  tehran=iribtv5
1_0_1_CBF6_A925_42E_1A40000_0_0_0      |  TEK RUMELI TV                                    |  CBF6_A925_42E_1A40000=--------                          |  tek rumeli tv=--------
1_0_2_49B_1_42_1A40000_0_0_0           |  TEK-1                                            |  49B_1_42_1A40000=--------                               |  tek-1=--------
1_0_2_49D_1_42_1A40000_0_0_0           |  TEK-2                                            |  49D_1_42_1A40000=--------                               |  tek-2=--------
1_0_2_49F_1_42_1A40000_0_0_0           |  TEK-3                                            |  49F_1_42_1A40000=--------                               |  tek-3=--------
1_0_2_4A1_1_42_1A40000_0_0_0           |  TEK-4                                            |  4A1_1_42_1A40000=--------                               |  tek-4=--------
1_0_2_40DC_A2E6_42E_1A40000_0_0_0      |  TEK.KOOR.                                        |  40DC_A2E6_42E_1A40000=--------                          |  tek.koor.=--------
1_0_19_528_3_42_1A40000_0_0_0          |  TELE 1 HD                                        |  528_3_42_1A40000=--------                               |  tele 1 hd=tele1
1_0_1_33_21_85_C00000_0_0_0            |  TELE 5                                           |  33_21_85_C00000=--------                                |  tele 5=tele5
1_0_1_423B_3DB8_13E_820000_0_0_0       |  TELE 5                                           |  423B_3DB8_13E_820000=tele5-lichoridas                   |  tele 5=tele5
1_0_19_1519_455_1_C00000_0_0_0         |  TELE 5 HD                                        |  1519_455_1_C00000=--------                              |  tele 5 hd=tele5hd
1_0_19_7EE_449_1_C00000_0_0_0          |  TELE 5 HD                                        |  7EE_449_1_C00000=--------                               |  tele 5 hd=tele5hd
1_0_19_E8_1644_9C_5A0000_0_0_0         |  TELE 5 HD                                        |  E8_1644_9C_5A0000=--------                              |  tele 5 hd=tele5hd
1_0_19_152D_455_1_C00000_0_0_0         |  TELE 5 HD Austria                                |  152D_455_1_C00000=--------                              |  tele 5 hd austria=tele5hd
1_0_19_7F0_449_1_C00000_0_0_0          |  TELE 5 HD Austria                                |  7F0_449_1_C00000=--------                               |  tele 5 hd austria=tele5hd
1_0_1_29CD_1C20_13E_820000_0_0_0       |  TELE CONGO                                       |  29CD_1C20_13E_820000=--------                           |  tele congo=telecongo
1_0_16_53_8800_217C_DDE0000_0_0_0      |  TELE FOGGIA                                      |  53_8800_217C_DDE0000=--------                           |  tele foggia=telefoggia
1_0_1_C3C2_A475_42E_1A40000_0_0_0      |  TELE SAHEL                                       |  C3C2_A475_42E_1A40000=--------                          |  tele sahel=--------
1_0_1_C426_A4D9_42E_1A40000_0_0_0      |  TELE SAHEL                                       |  C426_A4D9_42E_1A40000=--------                          |  tele sahel=--------
1_0_1_52_8800_217C_DDE0000_0_0_0       |  TELEBARI                                         |  52_8800_217C_DDE0000=--------                           |  telebari=telebari
1_0_16_1A_204_1D_5A0000_0_0_0          |  TELECAMPIONE                                     |  1A_204_1D_5A0000=--------                               |  telecampione=telecampione
1_0_19_1F46_80E1_217C_5A0000_0_0_0     |  TELECAPRI                                        |  1F46_80E1_217C_5A0000=--------                          |  telecapri=--------
1_0_19_1F64_80E3_217C_5A0000_0_0_0     |  TELECAPRI SPORT                                  |  1F64_80E3_217C_5A0000=--------                          |  telecapri sport=--------
1_0_19_AF8_28E1_217C_5A0000_0_0_0      |  TELECHIARA                                       |  AF8_28E1_217C_5A0000=--------                           |  telechiara=--------
1_0_1_778C_424_1_C00000_0_0_0          |  TELECINCO                                        |  778C_424_1_C00000=--------                              |  telecinco=telecinco
1_0_1_1F4D_80E1_217C_5A0000_0_0_0      |  TELECLUBITALIA                                   |  1F4D_80E1_217C_5A0000=--------                          |  teleclubitalia=--------
1_0_19_7DC_20E1_217C_5A0000_0_0_0      |  TELECOLOR HD.                                    |  7DC_20E1_217C_5A0000=--------                           |  telecolor hd.=--------
1_0_19_FA8_40E1_217C_5A0000_0_0_0      |  TELECOLOR.                                       |  FA8_40E1_217C_5A0000=--------                           |  telecolor.=telecolore
1_0_19_3EC_10E1_217C_5A0000_0_0_0      |  TELECUPOLE                                       |  3EC_10E1_217C_5A0000=--------                           |  telecupole=telecupole
1_0_1_76CC_40E_1_C00000_0_0_0          |  TELEDEPORTE                                      |  76CC_40E_1_C00000=--------                              |  teledeporte=tvetdp
1_0_1_4B_8800_217C_DDE0000_0_0_0       |  TELEDUE                                          |  4B_8800_217C_DDE0000=--------                           |  teledue=teledue
1_0_1_FA5_40E1_217C_5A0000_0_0_0       |  TELEGENOVA                                       |  FA5_40E1_217C_5A0000=--------                           |  telegenova=--------
1_0_16_313C_459_1_C00000_0_0_0         |  TELEGOLD SD                                      |  313C_459_1_C00000=--------                              |  telegold sd=telegold
1_0_19_1B5D_70E1_217C_5A0000_0_0_0     |  TELEMAX                                          |  1B5D_70E1_217C_5A0000=--------                          |  telemax=--------
1_0_1_2654_98E1_217C_5A0000_0_0_0      |  TELEMIA                                          |  2654_98E1_217C_5A0000=--------                          |  telemia=--------
1_0_1_1B5A_70E1_217C_5A0000_0_0_0      |  TELEMOLISE                                       |  1B5A_70E1_217C_5A0000=--------                          |  telemolise=--------
1_0_1_C588_C6D5_42E_1A40000_0_0_0      |  TELENEWS                                         |  C588_C6D5_42E_1A40000=--------                          |  telenews=telenews
1_0_1_4A_8800_217C_DDE0000_0_0_0       |  TELENORBA                                        |  4A_8800_217C_DDE0000=--------                           |  telenorba=telenorba
1_0_1_FA2_40E1_217C_5A0000_0_0_0       |  TELENORD HD                                      |  FA2_40E1_217C_5A0000=--------                           |  telenord hd=--------
1_0_1_1F6A_80E3_217C_5A0000_0_0_0      |  TELENOSTRA                                       |  1F6A_80E3_217C_5A0000=--------                          |  telenostra=--------
1_0_19_AF5_28E1_217C_5A0000_0_0_0      |  TELENUOVO                                        |  AF5_28E1_217C_5A0000=--------                           |  telenuovo=--------
1_0_1_FA3_40E1_217C_5A0000_0_0_0       |  TELERADIOPACE 1                                  |  FA3_40E1_217C_5A0000=--------                           |  teleradiopace 1=--------
1_0_1_FAE_40E1_217C_5A0000_0_0_0       |  TELERADIOPACE 2                                  |  FAE_40E1_217C_5A0000=--------                           |  teleradiopace 2=--------
1_0_1_8A0_1F4_FC_820000_0_0_0          |  TELERADIOPACE TV                                 |  8A0_1F4_FC_820000=--------                              |  teleradiopace tv=teleradiopace
1_0_1_51_8800_217C_DDE0000_0_0_0       |  TELERAMA                                         |  51_8800_217C_DDE0000=--------                           |  telerama=telerama
1_0_19_1B60_70E1_217C_5A0000_0_0_0     |  TELEREGIONE                                      |  1B60_70E1_217C_5A0000=--------                          |  teleregione=--------
1_0_1_1AA0_68E1_217C_5A0000_0_0_0      |  TELEREGIONE                                      |  1AA0_68E1_217C_5A0000=--------                          |  teleregione=--------
1_0_1_96_8800_217C_DDE0000_0_0_0       |  TELEREGIONE COLOR                                |  96_8800_217C_DDE0000=--------                           |  teleregione color=teleregione
1_0_1_1394_50E1_217C_5A0000_0_0_0      |  TELEREGIONE TOSCANA                              |  1394_50E1_217C_5A0000=--------                          |  teleregione toscana=--------
1_0_19_50_1770_BE_820000_0_0_0         |  TELESARDEGNA                                     |  50_1770_BE_820000=--------                              |  telesardegna=telesardegna
1_0_1_50_8800_217C_DDE0000_0_0_0       |  TELESVEVA                                        |  50_8800_217C_DDE0000=--------                           |  telesveva=telesveva
1_0_19_232D_442_1_C00000_0_0_0         |  TELETOON+                                        |  232D_442_1_C00000=--------                              |  teletoon+=teletoonplus
1_0_19_138F_50E1_217C_5A0000_0_0_0     |  TELETRURIA                                       |  138F_50E1_217C_5A0000=--------                          |  teletruria=--------
1_0_1_1F42_80E1_217C_5A0000_0_0_0      |  TELEVOMERO                                       |  1F42_80E1_217C_5A0000=--------                          |  televomero=--------
1_0_2_BB8_1_1_DDE2CC9_0_0_0            |  TEMPO                                            |  BB8_1_1_DDE2CC9=--------                                |  tempo=alouette
1_0_1_264B_98E1_217C_5A0000_0_0_0      |  TEN TV                                           |  264B_98E1_217C_5A0000=--------                          |  ten tv=ten-thethiclec
1_0_11_409D_9FC5_2A_1A40000_0_0_0      |  TEST                                             |  409D_9FC5_2A_1A40000=--------                           |  test=--------
1_0_16_3E8_1F9_2BE_1040000_0_0_0       |  TEST                                             |  3E8_1F9_2BE_1040000=--------                            |  test=--------
1_0_16_E_1F9_2BE_1040000_0_0_0         |  TEST                                             |  E_1F9_2BE_1040000=--------                              |  test=--------
1_0_19_C29_3_FF00_2032C56_0_0_0        |  TEST                                             |  C29_3_FF00_2032C56=--------                             |  test=--------
1_0_1_196_4EE8_77E_DC00000_0_0_0       |  TEST                                             |  196_4EE8_77E_DC00000=--------                           |  test=--------
1_0_1_290A_41A_E0_1040000_0_0_0        |  TEST                                             |  290A_41A_E0_1040000=--------                            |  test=--------
1_0_1_36_12D_2BE_1040000_0_0_0         |  TEST                                             |  36_12D_2BE_1040000=--------                             |  test=--------
1_0_1_37_12D_2BE_1040000_0_0_0         |  TEST                                             |  37_12D_2BE_1040000=--------                             |  test=--------
1_0_1_3CAA_C5A8_2A_1A40000_0_0_0       |  TEST                                             |  3CAA_C5A8_2A_1A40000=--------                           |  test=--------
1_0_1_64D_12D_2BE_1040000_0_0_0        |  TEST                                             |  64D_12D_2BE_1040000=--------                            |  test=--------
1_0_1_6D_D28C_77E_DCA0000_0_0_0        |  TEST                                             |  6D_D28C_77E_DCA0000=--------                            |  test=--------
1_0_1_10_1137_21AC_1040000_0_0_0       |  TEST 1                                           |  10_1137_21AC_1040000=--------                           |  test 1=--------
1_0_1_429_9_AA_5A0000_0_0_0            |  TEST 2 SD                                        |  429_9_AA_5A0000=--------                                |  test 2 sd=--------
1_0_1_7569_412_1_C00000_0_0_0          |  TEST 2 TXP 42                                    |  7569_412_1_C00000=--------                              |  test 2 txp 42=--------
1_0_1_7882_414_1_C00000_0_0_0          |  TEST 2 TXP 44                                    |  7882_414_1_C00000=--------                              |  test 2 txp 44=--------
1_0_1_3F6_2_AA_5A0000_0_0_0            |  TEST 22                                          |  3F6_2_AA_5A0000=--------                                |  test 22=--------
1_0_19_883_2_FF00_2032C1A_0_0_0        |  TEST 24                                          |  883_2_FF00_2032C1A=--------                             |  test 24=--------
1_0_1_788C_414_1_C00000_0_0_0          |  TEST 3 TXP 44                                    |  788C_414_1_C00000=--------                              |  test 3 txp 44=--------
1_0_1_7894_414_1_C00000_0_0_0          |  TEST 4 TXP 44                                    |  7894_414_1_C00000=--------                              |  test 4 txp 44=--------
1_0_1_3EF_5_AA_5A0000_0_0_0            |  TEST 5                                           |  3EF_5_AA_5A0000=--------                                |  test 5=--------
1_0_1_7884_414_1_C00000_0_0_0          |  TEST 5 TXP 44                                    |  7884_414_1_C00000=--------                              |  test 5 txp 44=--------
1_0_1_46B_8_AA_5A0000_0_0_0            |  TEST 6                                           |  46B_8_AA_5A0000=--------                                |  test 6=--------
1_0_1_788D_414_1_C00000_0_0_0          |  TEST 6 TXP 44                                    |  788D_414_1_C00000=--------                              |  test 6 txp 44=--------
1_0_1_450_6_AA_5A0000_0_0_0            |  TEST 7                                           |  450_6_AA_5A0000=aigaio                                  |  test 7=--------
1_0_1_456_5_AA_5A0000_0_0_0            |  TEST 9                                           |  456_5_AA_5A0000=--------                                |  test 9=--------
1_0_1_421_6_AA_5A0000_0_0_0            |  TEST BISS                                        |  421_6_AA_5A0000=--------                                |  test biss=--------
1_0_1_74A0_41C_1_C00000_0_0_0          |  TEST DZ5.                                        |  74A0_41C_1_C00000=--------                              |  test dz5.=--------
1_0_1_76A7_41E_1_C00000_0_0_0          |  TEST F1                                          |  76A7_41E_1_C00000=--------                              |  test f1=--------
1_0_1_431_6_AA_5A0000_0_0_0            |  TEST FREE                                        |  431_6_AA_5A0000=--------                                |  test free=--------
1_0_1_1DBA_145C_5_1860000_0_0_0        |  TEST HD                                          |  1DBA_145C_5_1860000=--------                            |  test hd=--------
1_0_1_1DB8_145C_5_1860000_0_0_0        |  TEST HD 2                                        |  1DB8_145C_5_1860000=--------                            |  test hd 2=--------
1_0_1_7596_422_1_C00000_0_0_0          |  TEST RA                                          |  7596_422_1_C00000=--------                              |  test ra=--------
1_0_2_7598_422_1_C00000_0_0_0          |  TEST RA ESP                                      |  7598_422_1_C00000=--------                              |  test ra esp=--------
1_0_1_B_18E2_217C_5A0000_0_0_0         |  TEST RL AO2                                      |  B_18E2_217C_5A0000=--------                             |  test rl ao2=--------
1_0_2_432_6_AA_5A0000_0_0_0            |  TEST Radio 2                                     |  432_6_AA_5A0000=--------                                |  test radio 2=--------
1_0_2_42B_6_AA_5A0000_0_0_0            |  TEST Radio1                                      |  42B_6_AA_5A0000=--------                                |  test radio1=--------
1_0_1_264_2774_13E_820000_0_0_0        |  TEST SERVICE 12                                  |  264_2774_13E_820000=--------                            |  test service 12=--------
1_0_1_7570_412_1_C00000_0_0_0          |  TEST TOROS                                       |  7570_412_1_C00000=--------                              |  test toros=--------
1_0_1_756B_412_1_C00000_0_0_0          |  TEST TXP 42                                      |  756B_412_1_C00000=--------                              |  test txp 42=--------
1_0_1_7893_414_1_C00000_0_0_0          |  TEST TXP 44                                      |  7893_414_1_C00000=--------                              |  test txp 44=--------
1_0_1_7798_424_1_C00000_0_0_0          |  TEST TXP60                                       |  7798_424_1_C00000=--------                              |  test txp60=--------
1_0_1_75DD_422_1_C00000_0_0_0          |  TEST TÉCNICO                                     |  75DD_422_1_C00000=--------                              |  test técnico=--------
1_0_19_136_1FE_2BE_1040000_0_0_0       |  TEST-Coming soon                                 |  136_1FE_2BE_1040000=--------                            |  test-coming soon=--------
1_0_19_30D8_413_1_C00000_0_0_0         |  TEST4000                                         |  30D8_413_1_C00000=--------                              |  test4000=--------
1_0_19_884_2_FF00_2032C1A_0_0_0        |  TEST5                                            |  884_2_FF00_2032C1A=--------                             |  test5=--------
1_0_1_191_1518_13E_820000_0_0_0        |  TEST_401                                         |  191_1518_13E_820000=--------                            |  test_401=--------
1_0_19_19_9C7C_77E_DCA0000_0_0_0       |  TEST_CB                                          |  19_9C7C_77E_DCA0000=--------                            |  test_cb=--------
1_0_1_75DE_422_1_C00000_0_0_0          |  TEST_CSD1                                        |  75DE_422_1_C00000=--------                              |  test_csd1=movistarplus
1_0_1_75DF_422_1_C00000_0_0_0          |  TEST_CSD2                                        |  75DF_422_1_C00000=--------                              |  test_csd2=movistarplus
1_0_1_75E0_422_1_C00000_0_0_0          |  TEST_CSD3                                        |  75E0_422_1_C00000=--------                              |  test_csd3=movistarplus
1_0_1_75E1_422_1_C00000_0_0_0          |  TEST_CSD4                                        |  75E1_422_1_C00000=--------                              |  test_csd4=movistarplus
1_0_1_75E2_422_1_C00000_0_0_0          |  TEST_CSD5                                        |  75E2_422_1_C00000=--------                              |  test_csd5=movistarplus
1_0_16_17DE_C_55_300000_0_0_0          |  TET                                              |  17DE_C_55_300000=--------                               |  tet=tet
1_0_16_DB_4EE8_55F_DDE0000_0_0_0       |  TEVA                                             |  DB_4EE8_55F_DDE0000=--------                            |  teva=teva
1_0_19_271A_44C_1_C00000_0_0_0         |  TEVA                                             |  271A_44C_1_C00000=--------                              |  teva=teva
1_0_1_5BA_170C_13F_820000_0_0_0        |  TEVA                                             |  5BA_170C_13F_820000=--------                            |  teva=teva
1_0_1_1D_146F_2BE_1040000_0_0_0        |  TEVAH TV                                         |  1D_146F_2BE_1040000=--------                            |  tevah tv=--------
1_0_19_191_4FB0_55F_DDE0000_0_0_0      |  TF1                                              |  191_4FB0_55F_DDE0000=--------                           |  tf1=tf1
1_0_19_2460_440_1_C00000_0_0_0         |  TF1                                              |  2460_440_1_C00000=--------                              |  tf1=tf1
1_0_19_601_6_20FA_DDE0000_0_0_0        |  TF1                                              |  601_6_20FA_DDE0000=--------                             |  tf1=tf1
1_0_1_12D_3E1C_13F_820000_0_0_0        |  TF1                                              |  12D_3E1C_13F_820000=--------                            |  tf1=tf1
1_0_1_515_2E7C_13F_820000_0_0_0        |  TF1                                              |  515_2E7C_13F_820000=--------                            |  tf1=tf1
1_0_19_BB8_4E84_55F_DDE0000_0_0_0      |  TF1 SERIES FILMS                                 |  BB8_4E84_55F_DDE0000=--------                           |  tf1 series films=tf1seriesfilms
1_0_1_140_3E1C_13F_820000_0_0_0        |  TF1 SERIES FILMS                                 |  140_3E1C_13F_820000=--------                            |  tf1 series films=tf1seriesfilms
1_0_1_528_2E7C_13F_820000_0_0_0        |  TF1 SERIES FILMS                                 |  528_2E7C_13F_820000=--------                            |  tf1 series films=tf1seriesfilms
1_0_19_4291_446_1_C00000_0_0_0         |  TF1 Serie Films                                  |  4291_446_1_C00000=--------                              |  tf1 serie films=tf1seriesfilms
1_0_19_A01_A_20FA_DDE0000_0_0_0        |  TF1 Séries Films                                 |  A01_A_20FA_DDE0000=--------                             |  tf1 séries films=--------
1_0_1_73_4_1_300000_0_0_0              |  TFC                                              |  73_4_1_300000=--------                                  |  tfc=tfc
1_0_1_D9_2_800_DCA0000_0_0_0           |  TFC HD                                           |  D9_2_800_DCA0000=--------                               |  tfc hd=tfc
1_0_19_1A8_4FB0_55F_DDE0000_0_0_0      |  TFX                                              |  1A8_4FB0_55F_DDE0000=--------                           |  tfx=tfx
1_0_19_2014_430_1_C00000_0_0_0         |  TFX                                              |  2014_430_1_C00000=--------                              |  tfx=tfx
1_0_19_608_6_20FA_DDE0000_0_0_0        |  TFX                                              |  608_6_20FA_DDE0000=--------                             |  tfx=tfx
1_0_1_137_3E1C_13F_820000_0_0_0        |  TFX                                              |  137_3E1C_13F_820000=--------                            |  tfx=tfx
1_0_1_51F_2E7C_13F_820000_0_0_0        |  TFX                                              |  51F_2E7C_13F_820000=--------                            |  tfx=tfx
1_0_1_1AE_A_2_130000_0_0_0             |  TG COM24                                         |  1AE_A_2_130000=--------                                 |  tg com24=tgcom24
1_0_1_4D_8800_217C_DDE0000_0_0_0       |  TG NORBA 24                                      |  4D_8800_217C_DDE0000=--------                           |  tg norba 24=tgnorba24
1_0_1_10E8_19C8_FBFF_820000_0_0_0      |  TG24PrimoPiano                                   |  10E8_19C8_FBFF_820000=--------                          |  tg24primopiano=skytg24primapiano
1_0_19_1792_7F2_2_11A0000_0_0_0        |  TG4 HD                                           |  1792_7F2_2_11A0000=--------                             |  tg4 hd=tg4hd
1_0_19_72_385_110_5A0000_0_0_0         |  TGCOM24 HD                                       |  72_385_110_5A0000=--------                              |  tgcom24 hd=tgcom24hd
1_0_19_73_385_110_5A0000_0_0_0         |  TGCOM24 HD                                       |  73_385_110_5A0000=--------                              |  tgcom24 hd=tgcom24hd
1_0_19_80_4B0_110_820000_0_0_0         |  TGCOM24 HD                                       |  80_4B0_110_820000=--------                              |  tgcom24 hd=tgcom24hd
1_0_1F_46A_B11_39E_1860000_0_0_0       |  TGCom24                                          |  46A_B11_39E_1860000=--------                            |  tgcom24=tgcom24
1_0_19_C804_A3AE_42E_1A40000_0_0_0     |  TGRT BELGESEL HD                                 |  C804_A3AE_42E_1A40000=--------                          |  tgrt belgesel hd=tgrtbelgesel
1_0_19_C868_9CA5_42E_1A40000_0_0_0     |  TGRT EU HD                                       |  C868_9CA5_42E_1A40000=--------                          |  tgrt eu hd=turksat
1_0_2_C81B_A3AE_42E_1A40000_0_0_0      |  TGRT FM                                          |  C81B_A3AE_42E_1A40000=--------                          |  tgrt fm=tgrtfm
1_0_19_C802_A3AE_42E_1A40000_0_0_0     |  TGRT HABER HD                                    |  C802_A3AE_42E_1A40000=--------                          |  tgrt haber hd=tgrthaber
1_0_1_C86C_9CA5_42E_1A40000_0_0_0      |  TGRT HABER SD                                    |  C86C_9CA5_42E_1A40000=--------                          |  tgrt haber sd=tgrthaber
1_0_1_C687_7660_42E_1A40000_0_0_0      |  TH TURKHABER                                     |  C687_7660_42E_1A40000=--------                          |  th turkhaber=thturkhaber
1_0_1_797_9_42_1A40000_0_0_0           |  THE CHILL LOUNGE                                 |  797_9_42_1A40000=--------                               |  the chill lounge=--------
1_0_1_6A7_3138_13E_820000_0_0_0        |  THT                                              |  6A7_3138_13E_820000=--------                            |  tht=tht
1_0_1_2DE_20B_73_2080000_0_0_0         |  THT MUSIC                                        |  2DE_20B_73_2080000=--------                             |  tht music=thtmusic
1_0_16_7D9_20E1_217C_5A0000_0_0_0      |  TI RICORDI TV                                    |  7D9_20E1_217C_5A0000=--------                           |  ti ricordi tv=--------
1_0_2_A_1F4_3E8_2120000_0_0_0          |  TIGRAI Radio                                     |  A_1F4_3E8_2120000=--------                              |  tigrai radio=--------
1_0_1_9_1F4_3E8_2120000_0_0_0          |  TIGRAI TV                                        |  9_1F4_3E8_2120000=--------                              |  tigrai tv=tigraitv
1_0_0_3B_1_1_1E2CA6_0_0_0              |  TIMES TV                                         |  3B_1_1_1E2CA6=--------                                  |  times tv=--------
1_0_16_364_C35A_9E_5A0000_0_0_0        |  TIN - The Israeli Network - new                  |  364_C35A_9E_5A0000=--------                             |  tin - the israeli network - new=israelplus
1_0_0_4F_1_1_1E2CA6_0_0_0              |  TINA AFRICA TV                                   |  4F_1_1_1E2CA6=--------                                  |  tina africa tv=--------
1_0_2_C878_9CA5_42E_1A40000_0_0_0      |  TINT                                             |  C878_9CA5_42E_1A40000=--------                          |  tint=--------
1_0_1_744_3F2_39E_1860000_0_0_0        |  TIP TV                                           |  744_3F2_39E_1860000=--------                            |  tip tv=tiptv
1_0_19_12C_1FE_2BE_1040000_0_0_0       |  TIVI5MONDE HD                                    |  12C_1FE_2BE_1040000=--------                            |  tivi5monde hd=tivi5monde
1_0_19_407_519_2_E080000_0_0_0         |  TIVI5MONDE HD                                    |  407_519_2_E080000=--------                              |  tivi5monde hd=tivi5monde
1_0_1_75E3_422_1_C00000_0_0_0          |  TJ                                               |  75E3_422_1_C00000=movistarplus                          |  tj=--------
1_0_19_CD5A_844_2_11A0000_0_0_0        |  TJC HD                                           |  CD5A_844_2_11A0000=--------                             |  tjc hd=tjc
1_0_11_3CA8_C5A8_2A_1A40000_0_0_0      |  TJK tv HD                                        |  3CA8_C5A8_2A_1A40000=--------                           |  tjk tv hd=tjk
1_0_1_C63D_A3AD_42E_1A40000_0_0_0      |  TKGS DATA                                        |  C63D_A3AD_42E_1A40000=--------                          |  tkgs data=--------
1_0_16_1825_C_55_300000_0_0_0          |  TLC                                              |  1825_C_55_300000=--------                               |  tlc=tlc-deswephosp
1_0_16_1F9_1_1_1862FEF_0_0_0           |  TLC                                              |  1F9_1_1_1862FEF=--------                                |  tlc=tlc-deswephosp
1_0_16_272_C418_16E_A00000_0_0_0       |  TLC                                              |  272_C418_16E_A00000=--------                            |  tlc=tlc-deswephosp
1_0_16_27E_C418_16E_A00000_0_0_0       |  TLC                                              |  27E_C418_16E_A00000=--------                            |  tlc=tlc-deswephosp
1_0_16_7B_25E4_D5_820000_0_0_0         |  TLC                                              |  7B_25E4_D5_820000=--------                              |  tlc=tlc-deswephosp
1_0_1F_48F_76C0_16E_A00000_0_0_0       |  TLC                                              |  48F_76C0_16E_A00000=--------                            |  tlc=tlc-deswephosp
1_0_1F_EA_B2_39E_1860000_0_0_0         |  TLC                                              |  EA_B2_39E_1860000=--------                              |  tlc=tlc-deswephosp
1_0_1_1859_7F3_2_11A0000_0_0_0         |  TLC                                              |  1859_7F3_2_11A0000=tlc                                  |  tlc=tlc-deswephosp
1_0_1_1B7_A_2_130000_0_0_0             |  TLC                                              |  1B7_A_2_130000=--------                                 |  tlc=tlc-deswephosp
1_0_1_27B5_C9_55_300000_0_0_0          |  TLC                                              |  27B5_C9_55_300000=--------                              |  tlc=tlc-deswephosp
1_0_1_2A44_9E99_42E_1A40000_0_0_0      |  TLC                                              |  2A44_9E99_42E_1A40000=--------                          |  tlc=tlc-deswephosp
